0.173129	0.517970	0.517968	0.517970
0.196238	0.518958	0.518955	0.507138
0.218889	0.521174	0.521170	0.518957
0.420680	0.538153	0.538155	0.538159
0.583680	0.561798	0.561798	0.559576
0.613985	0.561790	0.561788	0.549970
0.637878	0.615952	0.615957	0.615955
0.804344	0.637370	0.637373	0.637370
0.825472	0.640567	0.640571	0.622850
0.892256	0.756271	0.756278	0.756279
0.979327	0.743967	0.743972	0.743974
0.986927	0.552932	0.552928	0.552934
1.025052	0.636636	0.636630	0.636639
1.051370	0.756278	0.756278	0.756278
1.074063	0.756272	0.756276	0.756279
1.128173	0.574345	0.574353	0.574348
1.132075	0.765387	0.765387	0.765383
1.152831	0.576560	0.576562	0.555019
1.156172	0.767605	0.767605	0.743968
1.221348	0.774492	0.774496	0.742002
1.269042	0.760704	0.760709	0.760709
1.306665	0.609065	0.609057	0.609060
1.385914	0.774498	0.774494	0.739783
1.393473	0.775480	0.775484	0.741999
1.395216	0.781386	0.781387	0.781388
1.399135	0.766126	0.766123	0.727721
1.521050	0.760213	0.760219	0.756274
1.535121	0.775480	0.775478	0.765139
1.539979	0.867062	0.867060	0.867058
1.555174	0.768337	0.768336	0.727722
1.573368	0.767114	0.767107	0.727717
1.575486	0.580499	0.580497	0.547024
1.619996	0.615951	0.615945	0.615953
1.620527	0.792837	0.793207	0.759724
1.652889	0.564250	0.564255	0.503091
1.676071	0.775481	0.775482	0.765141
1.705002	0.775479	0.775482	0.765138
1.716325	0.604137	0.604132	0.601426
1.730118	0.604135	0.604140	0.535200
1.757696	0.810933	0.810927	0.759725
1.763568	0.764645	0.764645	0.756276
1.787946	0.788282	0.788283	0.749882
1.813954	0.564750	0.565605	0.491760
1.822922	0.645985	0.645988	0.571154
1.833940	0.561792	0.562281	0.492371
1.844912	0.756278	0.750370	0.756275
1.885977	0.812903	0.812902	0.743969
1.892501	0.799111	0.799112	0.793207
1.936809	0.716394	0.716398	0.520435
1.941240	0.716394	0.716393	0.541850
1.942139	0.796650	0.796656	0.795664
1.957008	0.671837	0.671838	0.594778
1.959096	0.743970	0.743970	0.743969
1.960443	0.716398	0.716395	0.526584
1.973968	0.670606	0.670607	0.571145
1.978163	0.714429	0.714419	0.516494
1.981396	0.618910	0.618902	0.618419
1.982594	0.714422	0.714422	0.537917
2.003398	0.721812	0.721814	0.670604
2.004509	0.714426	0.714432	0.524376
2.009325	0.799117	0.799112	0.769573
2.031917	0.579150	0.580010	0.545788
2.073441	0.817828	0.817822	0.743969
2.086953	0.905466	0.905464	0.725749
2.097641	0.874939	0.874935	0.869034
2.106923	0.646482	0.646965	0.646482
2.122509	0.733629	0.733625	0.682423
2.124923	0.774497	0.774490	0.741997
2.149817	0.734613	0.734612	0.676513
2.157452	0.712458	0.712460	0.634665
2.166652	0.926144	0.926147	0.915804
2.183275	0.800102	0.800097	0.765136
2.201242	0.818808	0.818810	0.711475
2.203227	0.868048	0.868042	0.667160
2.222632	0.718365	0.718366	0.622842
2.262110	0.868044	0.868043	0.670852
2.262711	0.716397	0.716395	0.618908
2.265775	0.843422	0.843427	0.765139
2.272917	0.906944	0.906941	0.726734
2.274747	0.690304	0.690297	0.639584
2.274821	0.702120	0.697561	0.701129
2.275595	0.766125	0.766129	0.727717
2.276449	0.868047	0.868046	0.662975
2.286114	0.652880	0.652880	0.615956
2.288499	0.726241	0.726244	0.670486
2.319414	0.985229	0.985229	0.762682
2.351380	0.735599	0.735595	0.679221
2.374257	0.716148	0.716147	0.663219
2.385833	0.713934	0.713934	0.639583
2.407023	0.763174	0.763171	0.756280
2.410450	0.843426	0.843426	0.765138
2.415649	0.723288	0.723292	0.615952
2.416036	0.756271	0.756280	0.756279
2.456251	0.985229	0.985227	0.750249
2.457380	0.760216	0.760223	0.756274
2.458816	0.933038	0.933037	0.536194
2.475492	0.723290	0.723291	0.615955
2.485443	0.986214	0.986214	0.757753
2.510143	0.595276	0.595273	0.519815
2.531249	0.881832	0.881832	0.743970
2.531536	0.704085	0.704090	0.668142
2.541630	0.748892	0.748895	0.743968
2.555709	0.696215	0.696703	0.552931
2.557786	0.691161	0.692518	0.491384
2.576272	0.764897	0.765138	0.743971
2.605103	0.985231	0.985229	0.713448
2.639778	0.596012	0.596017	0.524742
2.655520	0.716399	0.716405	0.481040
2.659200	0.595277	0.595276	0.509846
2.666625	0.765141	0.765138	0.756282
2.677019	0.931560	0.931561	0.665680
2.684348	0.714430	0.714422	0.485598
2.687515	0.865090	0.865087	0.731166
2.690626	0.787300	0.787293	0.743970
2.707566	0.741999	0.739534	0.691290
2.707685	0.895616	0.895621	0.765137
2.722661	0.785327	0.785325	0.743968
2.740223	0.774493	0.774617	0.669130
2.748676	0.869031	0.869032	0.794562
2.749681	0.985228	0.985229	0.712954
2.754302	0.907436	0.907432	0.432791
2.766439	0.971935	0.971934	0.750370
2.775221	0.775478	0.775480	0.742001
