5.948607	0.585952	0.601429	0.495000
5.965293	0.510238	0.528810	0.461429
5.966676	0.494762	0.403571	0.529048
5.967512	0.471190	0.542143	0.493810
5.967713	0.481667	0.568333	0.524286
5.969479	0.505952	0.523810	0.586905
5.972783	0.558333	0.519286	0.524286
5.974103	0.558333	0.519286	0.480000
5.979810	0.476190	0.428095	0.500000
5.979810	0.470952	0.543333	0.491190
5.980290	0.509762	0.484524	0.548095
5.983127	0.596190	0.605238	0.533095
5.986632	0.351905	0.485476	0.529762
5.989301	0.528810	0.447381	0.470714
5.989905	0.490714	0.457143	0.538810
5.992327	0.504524	0.447857	0.542857
5.998325	0.552381	0.527619	0.577143
5.998325	0.528333	0.462381	0.562381
5.999242	0.506190	0.466190	0.518333
6.000035	0.533333	0.542143	0.500238
6.000961	0.534048	0.548095	0.504286
6.001273	0.437381	0.465714	0.539286
6.001474	0.532857	0.543333	0.490000
6.001864	0.510476	0.528571	0.528571
6.001864	0.537381	0.591190	0.451667
6.002747	0.461190	0.471905	0.505238
6.002844	0.571667	0.558095	0.500238
6.005430	0.505476	0.580714	0.547857
6.005664	0.490000	0.563333	0.515952
6.006299	0.437619	0.476429	0.484762
6.006544	0.544524	0.484762	0.519286
6.007572	0.447619	0.538571	0.456667
6.008532	0.553571	0.542619	0.514048
6.009337	0.548571	0.520000	0.538333
6.009649	0.467381	0.466190	0.518571
6.011493	0.585952	0.529048	0.538571
6.012050	0.568333	0.480238	0.514286
6.012967	0.523810	0.514762	0.491429
6.013726	0.493810	0.557381	0.471190
6.013759	0.494524	0.438571	0.543333
6.016116	0.486429	0.528095	0.538333
6.016583	0.481429	0.471190	0.466667
6.016751	0.485476	0.544762	0.499048
6.016999	0.375000	0.467381	0.461905
6.017032	0.519286	0.567619	0.566190
6.017342	0.447619	0.544286	0.524286
6.017680	0.586667	0.586190	0.528810
6.018271	0.565476	0.504524	0.461667
6.018627	0.514762	0.490476	0.442381
6.018661	0.476429	0.572381	0.557143
6.019420	0.567857	0.582381	0.539524
6.020088	0.500952	0.504048	0.538095
6.020225	0.456429	0.504524	0.495000
6.020770	0.491190	0.543095	0.554048
6.021108	0.476429	0.509762	0.548333
6.021296	0.494524	0.465476	0.510000
6.021622	0.476190	0.523810	0.461667
6.021776	0.475476	0.500476	0.486190
6.022119	0.446905	0.470000	0.505238
6.022257	0.475238	0.432857	0.422619
6.022737	0.490714	0.427619	0.500952
6.022861	0.544524	0.590952	0.476429
6.023653	0.475238	0.514286	0.509524
6.023718	0.556429	0.538333	0.567857
6.023730	0.586905	0.533333	0.557381
6.024009	0.505238	0.523810	0.518333
6.024613	0.510000	0.519048	0.457381
6.025406	0.490000	0.505476	0.500238
6.025483	0.537381	0.600000	0.577381
6.026322	0.432143	0.461429	0.557143
6.027205	0.557381	0.460952	0.556905
6.027282	0.510476	0.547857	0.557619
6.027840	0.481429	0.475714	0.485714
6.027887	0.562381	0.548333	0.494524
6.028256	0.576667	0.546905	0.523095
6.028444	0.534048	0.513095	0.533095
6.028444	0.477143	0.562619	0.462381
6.028444	0.557857	0.591429	0.557143
6.028444	0.499524	0.500714	0.533333
6.028555	0.452381	0.461190	0.443810
6.028847	0.470476	0.495000	0.485952
6.029172	0.566190	0.538333	0.509762
6.029404	0.500714	0.495714	0.446429
6.029404	0.462619	0.465952	0.543810
6.029683	0.509762	0.465952	0.505238
6.030321	0.514048	0.533333	0.538095
6.030364	0.471429	0.447619	0.504048
6.031204	0.393333	0.403571	0.499762
6.031281	0.539048	0.523333	0.485952
6.031549	0.457381	0.533810	0.485952
6.031872	0.557857	0.471429	0.538095
6.031996	0.494286	0.539524	0.518810
6.032553	0.489762	0.484762	0.509524
6.033269	0.548810	0.533333	0.485714
6.033470	0.490476	0.539762	0.525000
6.033547	0.491190	0.510476	0.538333
6.033594	0.437143	0.500476	0.475000
6.034028	0.447143	0.500476	0.485238
6.034722	0.509762	0.480476	0.500952
6.034833	0.548095	0.552857	0.480476
6.035514	0.490238	0.489048	0.484762
6.035656	0.581667	0.547381	0.495238
6.035827	0.461905	0.446190	0.469524
6.035981	0.480476	0.515476	0.505000
6.036058	0.505000	0.508333	0.451905
6.036337	0.539048	0.538810	0.501190
6.036384	0.509524	0.480000	0.509762
6.036418	0.538810	0.539524	0.537381
6.036461	0.393571	0.437381	0.532857
6.036697	0.451905	0.518571	0.500000
6.036787	0.515238	0.553095	0.518571
6.036898	0.505000	0.528333	0.515000
6.037099	0.500476	0.523333	0.546905
6.037099	0.495000	0.543810	0.485000
6.037177	0.519524	0.567381	0.485000
6.037455	0.485476	0.499762	0.524286
6.037613	0.547857	0.562381	0.437143
6.037858	0.538571	0.500476	0.518333
6.037858	0.427381	0.479524	0.523571
6.037935	0.567619	0.534524	0.451905
6.038539	0.466190	0.443095	0.537857
6.038650	0.452143	0.523333	0.467381
6.038831	0.524048	0.553333	0.480952
6.038942	0.378571	0.460952	0.524524
6.039053	0.480000	0.480952	0.499762
6.039144	0.476190	0.479762	0.543571
