9.698043	0.948591	0.900478	0.946405
10.623046	0.948610	0.913613	0.945328
11.108835	0.939870	0.898697	0.936964
11.443498	0.944244	0.899157	0.942061
11.719829	0.945780	0.907084	0.945777
11.938920	0.937692	0.891236	0.936782
12.107573	0.944880	0.912550	0.943627
12.283772	0.945075	0.913926	0.945075
12.429971	0.944136	0.910979	0.942433
12.542846	0.943273	0.911686	0.942943
12.647680	0.942663	0.904898	0.942263
12.742120	0.940789	0.900437	0.940245
12.823684	0.941058	0.907844	0.940807
12.897416	0.941443	0.907636	0.941286
13.002524	0.943817	0.910004	0.943599
13.064536	0.942273	0.908799	0.941999
13.146063	0.942776	0.906641	0.942647
13.195489	0.943223	0.910615	0.942919
13.262693	0.942473	0.908417	0.942415
13.317562	0.942671	0.907366	0.942507
